stopId+,stopName,stopLat+,stopLon+
10363,Garnet Av & Fanuel St,32.79855918,-117.245961
10364,Voltaire St & Sunset Cliffs Bl,32.74974432,-117.2429959
10365,West Point Loma Bl & Sunset Cliffs Bl,32.75076385,-117.2419926
10366,Voltaire St & Ebers St,32.74868075,-117.2412731
10368,La Jolla Village Dr & N. Torrey Pines Rd,32.86997223,-117.2417928
10369,Voltaire St & Froude St,32.747543,-117.239543
10370,Grand Av & Ingraham St,32.79786443,-117.239731
10371,Voltaire St & Soto St,32.74623225,-117.2374468
10372,W Mission Bay Dr & Quivira Rd,32.76523713,-117.2376012
10374,Gilman Dr & Myers Dr,32.87694863,-117.2355329
10375,Grand Av & Lamont St,32.79906206,-117.2343227
10378,La Jolla Village Dr & Villa La Jolla Dr,32.87149562,-117.2331072
10379,West Point Loma Bl & Temecula St,32.75224904,-117.2325963
10381,Voltaire St & Las Lomas St,32.7413332,-117.2310468
10382,Macaulay St & Tustin St,32.7328054,-117.2312803
10383,Garnet Av & Olney St,32.80219779,-117.2295282
10384,Grand Av & Olney St,32.80026295,-117.22882
10386,Garnet Av & Fogg St,32.80344839,-117.2257083
10390,Garnet Av & Soledad Mountain Rd,32.80496453,-117.2234046
10391,La Jolla Village Dr & Lebon Dr,32.87059245,-117.223248
10392,West Point Loma Bl & Groton St,32.75436227,-117.221538
10395,Grand Av & Bond St,32.80218535,-117.219615
10396,Garnet Av & Mission Bay Dr,32.80644496,-117.216889
10399,Nobel Dr & Regents Rd,32.86723165,-117.2186187
10400,La Jolla Village Dr & Regents Rd,32.87146483,-117.2178608
10401,Governor Dr & Regents Rd,32.85127586,-117.2162354
10404,Governor Dr & Scripps St,32.85095029,-117.2149879
10407,Clairemont Mesa Bl & Moraga Av,32.82841685,-117.2130025
10408,Governor Dr & Stadium St,32.85072425,-117.21296
10409,La Jolla Village Dr & Executive Wy,32.87369359,-117.209088
10410,Midway Dr & East Dr,32.75028454,-117.2091041
10412,Governor Dr & Mercer St,32.85188286,-117.2099444
10413,Clairemont Mesa Bl & Pocahontas Av,32.82760523,-117.2085142
10415,Clairemont Mesa Bl & Onondaga Av,32.82758395,-117.2048745
10416,Milton St & Denver St,32.78454093,-117.2046583
10419,Clairemont Dr & Denver St,32.79026125,-117.2027972
10420,Milton St & Frankfort St,32.78417174,-117.2015698
10421,Balboa Av & Clairemont Dr,32.81161808,-117.200558
10422,Mira Mesa Bl & Scranton Rd,32.89251791,-117.20095
10424,Milton St & Illion St,32.78373801,-117.1982853
10426,Clairemont Mesa Bl & Dubois Dr,32.83436972,-117.1974243
10428,Clairemont Mesa Bl & Genesee Av,32.83435318,-117.1942011
10430,Milton St & Fairfield St,32.78220628,-117.1926497
10432,Clairemont Mesa Bl & Frink Av,32.83438449,-117.1911802
10433,Hotel Circle S & I-8 West (Ramp),32.75926063,-117.1884487
10434,Linda Vista Rd & Goshen St,32.77032747,-117.1879192
10436,Clairemont Mesa Bl & Diane Av,32.83435538,-117.1866937
10437,Balboa Av & Mt Everest Bl,32.81807524,-117.1849645
10441,Balboa Av & Genesee Av,32.81935606,-117.181326
10442,Linda Vista Rd & Via Las Cumbres,32.77151527,-117.1798702
10444,Miramar Rd & Miramar Pl,32.87758931,-117.1779947
10446,Balboa Av & Mt Alifan Dr,32.82016137,-117.1754786
10447,Clairemont Mesa Bl & Doliva Dr,32.83422523,-117.1751544
10449,Broadway & N Harbor Dr,32.71559981,-117.1724917
10450,Miramar Rd & Frost Mar Pl,32.87760757,-117.1722524
10451,Balboa Av & Mt Albertine Av,32.82016881,-117.1711754
10452,Washington St & Falcon St,32.74974541,-117.1701822
10454,Broadway & Kettner Bl,32.71562174,-117.1688181
10456,Washington St & Dove St,32.74974837,-117.1683088
10460,Balboa Av & Hathaway St,32.82054445,-117.1664953
10461,Genesee Av & Linda Vista Rd,32.79121733,-117.1650707
10464,Miramar Rd & Production Av,32.87867781,-117.1643419
10466,Clairemont Mesa Bl & Shawline St (Kaiser),32.8324778,-117.1628821
10467,Mesa College Dr & Armstrong St,32.80278389,-117.163108
10468,Washington St & 4th Av,32.74980407,-117.1622825
10471,Metropolitan Dr & Mission Valley Rd,32.77793796,-117.1574268
10474,Market St & 6th Av,32.71143589,-117.1587839
10475,Metropolitan Dr & Murray Canyon Rd,32.77729545,-117.157713
10476,Mesa College Dr & Ashford St,32.80172099,-117.1600248
10477,Clairemont Mesa Bl & Ruffner St,32.83254428,-117.1587125
10479,Camino De La Reina & Camino De La Siesta,32.76632423,-117.1602089
10481,Vista Hill Av & Health Center Dr,32.79486773,-117.1568268
10482,Genesee Av & Health Center Dr,32.79240747,-117.1564988
10483,Murray Canyon Rd & Mission Heights Rd,32.77606944,-117.1577362
10484,Mira Mesa Bl & Parkdale Av,32.91066148,-117.1551142
10485,Camino De La Reina & Mission Center Rd,32.76819179,-117.1532957
10486,Clairemont Mesa Bl & Convoy St,32.832613,-117.1523388
10488,Market St & 14th St,32.71145095,-117.1514886
10489,Broadway & 15th St,32.71569692,-117.1500495
10493,Kearny Villa Rd & I-805,32.80461606,-117.1497803
10494,University Av & Herbert St,32.74835185,-117.148939
10495,Clairemont Mesa Bl & Mercury St,32.83264508,-117.1483153
10496,Aero Dr & Aero Ct,32.80947668,-117.1480984
10498,Mira Mesa Bl & Reagan Rd (W),32.9123682,-117.1487256
10499,Imperial Av & 19th St,32.70621126,-117.1463507
10500,Camino De La Reina & Michaels,32.77062767,-117.1471721
10501,Logan Av & Beardsley St,32.7023953,-117.1457365
10502,El Cajon Bl & Park Bl,32.75512019,-117.1457098
10503,Market St & 22nd St,32.71146383,-117.1436764
10504,Broadway & 22nd St,32.71573459,-117.143736
10505,Camino De La Reina & Camino Del Este,32.77072674,-117.1445054
10506,Aero Dr & Afton Rd,32.80955187,-117.1441773
10507,Adams Av & Florida St,32.76241147,-117.1435069
10510,Logan Av & Cesar E Chavez Pkwy (Chicano Park),32.70011607,-117.1424237
10511,Mira Mesa Bl & Camino Ruiz,32.9125826,-117.1430352
10513,Balboa Av & 8611 (Kyocera),32.82054764,-117.1416589
10515,Imperial Av & 25th St,32.70627168,-117.1395244
10516,Ocean View Bl & Commercial St,32.70516435,-117.1398611
10517,El Cajon Bl & Louisiana St,32.75514164,-117.1397056
10518,Adams Av & Louisiana St,32.76280365,-117.139822
10519,Logan Av & Sampson St,32.69784201,-117.1391436
10520,Aero Dr & Sandrock Rd,32.80962544,-117.1396996
10521,Kearny Villa Rd & Kearny Villa Way,32.83082148,-117.1397673
10523,University Av & Texas St,32.74837803,-117.1384957
10524,Market St & 26th St,32.71153076,-117.1378349
10525,Gramercy Dr & Sandrock Rd,32.80294361,-117.1382001
10527,University Av & Arnold Av,32.74839507,-117.1365086
10529,National Av & 27th St,32.69579803,-117.1355799
10530,Market St & 27th St,32.711532,-117.135751
10532,C St & 27th St,32.71681943,-117.1358497
10533,El Cajon Bl & Oregon St,32.75516331,-117.1347813
10534,University Av & Pershing Av,32.7483941,-117.1343458
10535,Ocean View Bl & 28th St,32.70109979,-117.133296
10537,Market St & 28th St,32.71154497,-117.1335599
10539,Gramercy Dr & Pasternack Pl,32.80241856,-117.1339999
10540,Adams Av & Idaho St,32.7628182,-117.1335895
10542,Mira Mesa Bl & Greenford Dr,32.91395045,-117.1324457
10543,El Cajon Bl & 30th St,32.75521009,-117.1297759
10544,National Av & 30th St,32.6958986,-117.1292067
10546,Aero Dr & Ruffin Rd,32.80978978,-117.1290356
10547,University Av & Grim Av,32.74840445,-117.127893
10548,El Cajon Bl & Illinois St,32.75519125,-117.1274045
10549,Adams Av & W Mountain View Dr,32.76324203,-117.1265738
10550,University Av & Herman Av,32.74842592,-117.1256458
10551,Main St & 32nd St,32.69196601,-117.1248836
10552,National Av & 32nd St,32.69592164,-117.124809
10553,Mira Mesa Bl & Rickert Rd,32.91699255,-117.1267214
10554,Adams Av & 32nd St,32.76331293,-117.1247171
10555,National Av & 33rd St,32.69590077,-117.1227123
10556,Camino Del Rio S & Mission City Pkwy,32.77468311,-117.12361
10560,University Av & 33rd St,32.74873617,-117.121811
10563,36th St & Imperial Av,32.70530322,-117.1168921
10564,Adams Av & 34th St,32.76327039,-117.1202373
10568,Ocean View Bl & 35th St,32.701176,-117.1183078
10570,Ocean View Bl & 36th St,32.70116904,-117.1165621
10571,Market St & 36th St,32.7114349,-117.1161429
10572,University Av & Wilson Av,32.74968916,-117.1164539
10576,Market St & Gateway Center Dr,32.71141146,-117.1136068
10577,Adams Av & Cherokee Av,32.76323842,-117.1138351
10578,Market St & Gateway Center Wy,32.7113854,-117.1118315
10579,Carmel Mountain Rd & Paseo Cardiel,32.96073244,-117.1130114
10581,Adams Av & 39th St,32.76322081,-117.1108487
10582,Ocean View Bl & 39th St,32.70122242,-117.1101165
10585,Willow Creek Rd & Business Park Av,32.90163465,-117.1109751
10587,Market St & 40th St,32.71141125,-117.1085189
10588,Rancho Mission Rd & Friars Rd,32.78780684,-117.1083883
10591,Rancho Penasquitos Bl & Calle De Las Rosas,32.95605472,-117.1098227
10592,Home Av & Gateway Dr,32.72340767,-117.1070523
10593,8th St & National City Bl,32.6759728,-117.1060453
10594,Adams Av & Kensington Dr,32.76319826,-117.1069807
10598,Imperial Av & Messina Wy,32.70408184,-117.1052325
10599,University Av & Marlborough Av,32.7495688,-117.1053423
10600,8th St & C Av,32.67653456,-117.1039092
10603,Ocean View Bl & San Pasqual Dr,32.7004574,-117.1019369
10604,Willow Creek Rd & Caminito Covewood,32.89830616,-117.1046482
10605,Tierrasanta Bl & Santo Rd,32.82319311,-117.1033395
10607,El Cajon Bl & Menlo Av,32.75587673,-117.0947526
10609,El Cajon Bl & 43rd St,32.75501257,-117.1015147
10611,University Av & Fairmount Av,32.74953033,-117.1001705
10612,El Cajon Bl & Fairmount Av,32.75500376,-117.1004022
10613,Logan Av & 44th St,32.69676187,-117.1001687
10615,Camino Del Rio S & Caminito Pintoresco,32.77668827,-117.1005725
10616,University Av & Highland Av,32.74952055,-117.0983978
10618,Imperial Av & Greenwood Cemetery,32.70401613,-117.1012236
10619,Market St & 45th St,32.71135238,-117.097559
10620,El Cajon Bl & 45th St,32.75526651,-117.0973667
10621,University Av & Chamoune Av,32.74948383,-117.0961402
10622,Logan Av & 46th St,32.6967161,-117.0956338
10623,El Cajon Bl & Menlo Av,32.75572275,-117.0941607
10624,Imperial Av & 47th St,32.70402567,-117.0926319
10625,Market St & 47th St,32.7112162,-117.0929672
10628,Zion Av & Cartwright St,32.79289962,-117.090443
10629,Logan Av & 49th St,32.69671922,-117.0891425
10632,Zion Av & Estrella Av,32.79286961,-117.0875791
10633,University Av & 50th St,32.74914782,-117.0865683
10634,Montezuma Rd & Collwood Bl,32.77032427,-117.085055
10635,Olvera Av & Euclid Av,32.6974586,-117.084277
10636,Imperial Av & Euclid Av,32.70470029,-117.0843651
10637,Federal Bl & Euclid Av,32.72127357,-117.0843887
10638,Roswell St & 51st St,32.71170849,-117.0840283
10639,El Cajon Bl & 52nd St,32.75724196,-117.0829403
10640,Grape St & 54th St,32.72565755,-117.0827426
10641,Imperial Av & San Jacinto Dr,32.70578918,-117.0822591
10642,Federal Bl & Pentecost Wy,32.72141025,-117.0824651
10647,Olvera Av & Santa Isabel Dr,32.69865727,-117.0797473
10648,Grape St & Champion St,32.72598421,-117.0799493
10650,Imperial Av & 54th St,32.70707956,-117.0783864
10651,Roswell St & Derby St,32.71499733,-117.0776643
10652,Streamview Dr & 55th St,32.74244872,-117.0769335
10653,Imperial Av & 55th St,32.70763651,-117.076077
10654,Montezuma Rd & 55th St,32.77059793,-117.0758379
10655,El Cajon Bl & 56th St,32.75841879,-117.0746861
10658,Imperial Av & Valencia Pkwy,32.70868279,-117.0725108
10659,El Cajon Bl & 58th St,32.75871553,-117.0726429
10660,Waring Rd & Birchwood St,32.79768777,-117.0728605
10661,University Av & 58th St,32.74909635,-117.0721465
10662,Rancho Bernardo Rd & Bernardo Center Dr,33.02275828,-117.0737978
10664,Imperial Av & Linnet St,32.70904984,-117.0702223
10665,El Cajon Bl & 59th St,32.75972655,-117.070229
10666,Waring Rd & Eldridge St,32.79622635,-117.0706796
10668,Del Sol Bl & Beyer Bl,32.57410296,-117.0659303
10669,Imperial Av & 60th St,32.70928474,-117.0675457
10670,El Cajon Bl & 60th St,32.76074993,-117.0680168
10671,Navajo Rd & College Av,32.79400282,-117.0669492
10672,Skyline Dr & 61st St,32.70132831,-117.0670623
10673,El Cajon Bl & College Av,32.76150228,-117.0664689
10674,University Av & 60th St,32.75213078,-117.0663365
10675,Streamview Dr & Glade St,32.74423887,-117.0644063
10676,University Av & College Av,32.75289159,-117.0639204
10677,Navajo Rd & Camino Estrellado,32.79653736,-117.0639723
10678,Skyline Dr & O'Meara St,32.70124856,-117.062075
10679,El Cajon Bl & 63rd St,32.76373731,-117.0626446
10680,Del Sol Bl & Del Sol Ln,32.57334613,-117.0606713
10682,El Cajon Bl & Art St,32.76504358,-117.0604446
10683,University Av & Bonillo Dr,32.75422342,-117.0595058
10684,Del Sol Bl & Del Sur Bl,32.57313017,-117.0575662
10685,College Av & Streamview Dr,32.74546708,-117.0581928
10686,Imperial Av & 65th St,32.71045946,-117.057784
10688,El Cajon Bl & Rolando Bl,32.76703206,-117.0568877
10690,Skyline Dr & Rio Lindo Dr,32.70190927,-117.0522543
10691,El Cajon Bl & 68th St,32.76855582,-117.0508118
10692,Federal Bl & College Av,32.74140218,-117.0488901
10693,Navajo Rd & Park Ridge Bl,32.80159739,-117.0500904
10696,University Av & Lois St,32.75496373,-117.0471135
